,Unnamed: 0,tconst,id,originalTitle,titreVF,original_language,production_countries,keywords,genres,anneeSortie,release_date,duree,budget,revenue,popularity,noteMoyenne,nbVotes
24493,44804,tt1645829,508843,Paname,Paname,fr,France,,"Drame,Romance",2010,2010-03-23,73,0.0,0.0,0.6,5.8,36
24494,44816,tt1646237,171582,Voyez comme ils dansent,Voyez comme ils dansent,fr,,,"Comédie,Drame",2011,2011-08-03,99,0.0,0.0,1.4,6.0,112
24495,44820,tt1646962,81620,Chantrapas,Chantrapas,fr,"France, Georgia",,Drame,2010,2011-04-21,122,0.0,0.0,1.739,6.2,393
24496,44829,tt1646985,71559,Un poison violent,Un poison violent,fr,France,"parent child relationship, faith, sexuality, coming of age, first love, woman director, teenager",Drame,2010,2010-04-08,92,2000000.0,0.0,3.025,6.4,838
24497,44832,tt1647444,474173,93: La belle rebelle,93: La belle rebelle,fr,France,"hip-hop, suburb",Documentaire,2010,2010-11-25,73,0.0,0.0,0.6,7.8,16
24498,44834,tt1647455,1364702,Largo,Largo,fr,France,,Documentaire,2007,2007-11-07,95,0.0,0.0,0.902,7.2,8
24499,44843,tt1648187,292019,Roses à crédit,Roses à crédit,fr,France,,"Drame,Guerre,Romance",2010,2010-09-09,113,0.0,0.0,1.646,5.1,174
24500,44850,tt16491386,920640,En même temps,En même temps,fr,France,,Comédie,2022,2022-04-06,108,3200000.0,0.0,4.731,5.6,573
24501,44875,tt1650831,94219,Love and Bruises,Chienne,fr,"China, France","eroticism, handheld camera, interracial sex, date rape, construction worker","Drame,Romance",2011,2011-09-01,105,0.0,0.0,3.225,5.6,617
24502,44878,tt1651084,51074,Holiday,Holiday,fr,France,,"Comédie,Crime,Mystère",2010,2010-12-08,90,0.0,0.0,2.318,5.7,219
24503,44884,tt1651916,62765,Sortie 67,Sortie 67,fr,Canada,"drugs, held captive, drug dept","Action,Crime,Drame",2010,2010-11-05,100,0.0,0.0,1.62,5.5,103
24504,44903,tt1653853,267299,Entre nos mains,Entre nos mains,fr,France,woman director,"Comédiemusicale,Documentaire",2010,2010-10-06,88,0.0,0.0,0.6,7.0,74
24505,44904,tt1653855,291017,Fin de concession,Fin de concession,fr,,,Documentaire,2010,2010-10-27,131,0.0,0.0,0.6,7.0,68
24506,44906,tt1653874,52474,Je vous aime très beaucoup,Je vous aime très beaucoup,fr,France,,"Comédie,Drame,Famille",2010,2010-11-10,91,0.0,0.0,2.158,5.6,133
24507,44908,tt1653893,62792,La vie sauvage des animaux domestiques,La vie sauvage des animaux domestiques,fr,France,,Documentaire,2009,2009-08-22,90,0.0,0.0,0.6,6.6,58
24508,44909,tt1653908,400413,Mourir? Plutôt crever!,Mourir? Plutôt crever!,fr,,,Documentaire,2010,2010-10-12,94,0.0,0.0,0.6,6.5,25
24509,44913,tt1653929,153541,Robert Mitchum est mort,Robert Mitchum est mort,fr,"Belgium, France, Norway, Poland",,"Comédie,Drame",2010,2011-04-13,91,0.0,0.0,1.166,5.4,182
24510,44915,tt16540514,933415,Deep Fear,Deep Fear,fr,"Belgium, France",catacombs,Horreur,2022,2022-10-19,80,0.0,0.0,2.546,5.1,931
24511,44972,tt1661388,53918,Insoupçonnable,Insoupçonnable,fr,"France, Switzerland",,"Crime,Drame,Mystère,Thriller",2010,2010-08-04,95,0.0,0.0,2.105,5.2,318
24512,45014,tt1666710,129754,Les amours secrètes,Les amours secrètes,fr,,,Drame,2010,2010-06-09,85,0.0,0.0,0.991,5.3,47
24513,45015,tt1666711,576213,Les colts de l'or noir,Les colts de l'or noir,fr,,,Western,2010,2010-06-02,105,0.0,0.0,0.6,5.0,7
24514,45021,tt1667154,57392,Women Are Heroes,Women Are Heroes,fr,France,,Documentaire,2010,2011-01-12,80,0.0,0.0,0.857,7.1,263
24515,45031,tt16678350,957743,Un bon début,Un bon début,fr,France,,Documentaire,2021,2022-10-12,98,0.0,0.0,0.674,7.0,20
24516,45038,tt1669560,110965,Après le sud,Après le sud,fr,France,,Drame,2011,2011-05-19,88,0.0,0.0,2.593,6.2,449
24517,45040,tt1669694,57417,Une pure affaire,Une pure affaire,fr,France,"gun, family relationships, lawyer, loss of job, hanging, based on short story, money problems","Action,Comédie,Crime",2011,2011-03-02,88,0.0,0.0,4.557,5.7,635
24518,45042,tt1669794,111943,Au cul du loup,Au cul du loup,fr,"France, Belgium",,Drame,2011,2011-06-15,82,0.0,0.0,1.4,6.1,238
24519,45043,tt1669798,70987,Légitime défense,Légitime défense,fr,"France, Belgium",,"Crime,Drame,Mystère,Thriller",2011,2011-03-16,85,0.0,0.0,4.081,5.5,267
24520,45052,tt1671482,145361,"Si tu meurs, je te tue","Si tu meurs, je te tue",fr,France,,"Comédie,Drame",2011,2011-03-23,95,0.0,0.0,2.735,6.3,504
24521,45053,tt1671494,77697,Un baiser papillon,Et si on changeait le monde,fr,France,"butterfly, woman director",Drame,2011,2011-06-01,101,3500000.0,0.0,3.421,5.4,183
24522,45056,tt1671584,255319,Tante Hilda!,Tante Hilda !,fr,"France, Luxembourg","friendship, ecology, nature, environmentalism, polution, natural science","Animation,Comédie,Famille",2013,2014-02-12,89,0.0,0.0,1.43,6.2,169
24523,45068,tt1673561,431627,Cello,Cello,fr,France,,Drame,2010,2010-05-16,70,0.0,0.0,1.176,6.7,8
24524,45069,tt1673591,431623,"Jeanne, aujourd'hui","Jeanne, aujourd'hui",fr,France,joan of arc,Drame,2000,2000-01-01,63,0.0,0.0,1.387,7.4,8
24525,45072,tt16740144,959098,Le dernier jaguar,Le dernier jaguar,fr,France,,"Aventure,Comédie,Famille",2024,2024-02-07,100,0.0,0.0,3.319,5.6,928
24526,45076,tt16741018,1026266,Echo à Delta,Echo to Delta,fr,,"alien, space, family",Drame,2023,2023-09-28,91,0.0,0.0,1.4,6.1,46
24527,45077,tt1674711,58636,La ligne droite,La ligne droite,fr,France,,"Drame,Sport",2011,2011-03-07,98,0.0,0.0,1.603,6.2,362
24528,45107,tt1679595,68774,Indigène d'Eurasie,Indigène d'Eurasie,fr,"France, Lithuania, Russia",,Drame,2010,2010-12-01,111,0.0,0.0,0.928,6.3,422
24529,45126,tt1683479,860086,Que faire?,Que faire?,fr,France,,"Documentaire,Drame",2010,2010-08-11,152,0.0,0.0,0.6,7.0,14
24530,45137,tt1686022,63976,Ce n'est qu'un début,Ce n'est qu'un début,fr,France,,Documentaire,2010,2010-11-17,97,0.0,0.0,1.441,7.1,158
24531,45138,tt1686025,576179,Commissariat,Commissariat,fr,,,Documentaire,2009,2010-11-10,88,0.0,0.0,0.6,8.0,10
24532,45149,tt16868130,884255,Jerk,Jerk,fr,France,,Drame,2021,2021-12-03,61,0.0,0.0,0.701,6.1,94
24533,45153,tt1687278,84627,Le bonheur des autres,Le bonheur des autres,fr,Canada,,"Comédie,Romance",2011,2011-10-07,101,0.0,0.0,1.248,6.5,147
24534,45159,tt1688064,134781,Bye Bye Blondie,Bye Bye Blondie,fr,"Belgium, France, Switzerland","based on novel or book, midlife crisis, coming of age, love, lesbian relationship, woman director","Comédie,Drame,Romance",2011,2012-03-21,87,0.0,0.0,4.362,5.2,774
24535,45160,tt1688068,62118,Le journal d'Aurélie Laflamme,Le journal d'Aurélie Laflamme,fr,Canada,"high school, quebec, coming of age, outsider, teenager","Comédie,Drame,Famille",2010,2010-06-06,108,0.0,0.0,1.36,6.4,219
24536,45161,tt1688070,51473,Mon pote,Mon pote,fr,France,,"Comédie,Crime,Drame",2010,2010-12-01,105,0.0,0.0,1.933,6.0,359
24537,45162,tt16893002,1262533,Le silence de Sibel,Le silence de Sibel,fr,France,,Drame,2021,2024-05-01,98,0.0,0.0,0.0,6.8,9
24538,45170,tt16909478,958736,La montagne,La montagne,fr,France,,"Aventure,Drame,Fantastique",2022,2023-02-01,113,0.0,0.0,3.513,6.1,625
24539,45176,tt16912766,893739,Sentinelle sud,Sentinelle sud,fr,France,,"Drame,Thriller",2021,2022-04-13,97,0.0,0.0,3.892,6.1,307
24540,45181,tt1691826,415607,Ariane,Ariane,fr,,,Drame,1974,1974-12-01,120,0.0,0.0,0.876,5.2,67
24541,45192,tt1692214,65647,Monsieur Papa,Monsieur Papa,fr,France,,Comédie,2011,2011-06-01,86,0.0,0.0,4.771,5.5,519
24542,45193,tt1692227,83388,American Translation,American Translation,fr,France,,"Drame,Mystère",2011,2011-06-07,109,0.0,0.0,4.526,5.3,904
24543,45198,tt1692833,426105,Crédit pour tous,Crédit pour tous,fr,France,,"Comédie,Drame",2011,2011-03-29,90,0.0,0.0,1.093,5.1,39
24544,45199,tt1692835,581821,"Dis papa, raconte-moi là-bas","Dis papa, raconte-moi là-bas",fr,,,Drame,1993,1993-09-10,51,0.0,0.0,0.6,6.6,6
24545,45209,tt16944826,925181,Un été comme ça,Un été comme ça,fr,Canada,,Drame,2022,2022-07-19,137,0.0,0.0,3.591,6.1,747
24546,45213,tt16952820,925098,La passagère,La passagère,fr,France,,"Drame,Romance",2022,2022-12-14,93,0.0,0.0,3.831,5.7,454
24547,45220,tt1695829,534622,Vertige d'une rencontre,Vertige d'une rencontre,fr,,,Documentaire,2009,2010-07-21,75,0.0,0.0,0.6,8.3,13
24548,45222,tt1695990,72355,Au fond des bois,Au fond des bois,fr,"France, Germany","torture, hypnotize, bewitchment","Drame,Romance",2010,2010-10-13,102,0.0,0.0,3.437,5.9,621
24549,45230,tt16968976,925124,Quitter la nuit,Quitter la nuit,fr,"Belgium, Canada, France",,"Drame,Thriller",2023,2023-09-05,108,0.0,0.0,2.862,6.4,599
24550,45231,tt16969006,820696,Le temps d'aimer,Le temps d'aimer,fr,"Belgium, France",,"Drame,Romance",2023,2023-11-29,125,9200000.0,0.0,2.365,6.5,775
24551,45236,tt1697646,147592,Mortem,Mortem,fr,France,,"Mystère,Thriller",2010,2012-10-03,94,0.0,0.0,0.766,5.1,62
24552,45239,tt16978650,927991,Cette maison,Cette maison,fr,Canada,,"Crime,Drame,Fantastique",2022,2022-11-04,75,0.0,0.0,1.578,6.3,118
24553,45252,tt1699180,63049,Curling,Curling,fr,Canada,,Drame,2010,2010-06-01,96,0.0,0.0,2.491,6.4,930
24554,45271,tt17006040,937738,Animalia,Parmi nous,fr,"France, Morocco",,"Drame,Science-Fiction,Thriller",2023,2023-08-09,90,0.0,0.0,1.946,5.9,946
24555,45279,tt17009574,1071269,Les Français qui n'ont pas inventé internet,Les Français qui n'ont pas inventé internet,fr,,,Documentaire,2022,2022-01-13,\N,0.0,0.0,0.6,8.4,7
24556,45284,tt17011928,1074702,Grunge: De Musique & de Rage,Grunge: De Musique & de Rage,fr,,"seattle, washington, grunge, music documentary, pacific northwest","Documentaire,Musique,Téléfilm",2021,2021-11-15,52,0.0,0.0,1.147,5.3,71
24557,45288,tt17014214,926889,Un petit frère,Un petit frère,fr,France,"immigrant, paris, france, coming of age, single mother, mother son relationship, brother brother relationship",Drame,2022,2022-11-25,116,3900000.0,0.0,9.967,6.6,514
24558,45314,tt17044506,928440,Le village de Bamboula,Le village de Bamboula,fr,France,,Documentaire,2022,2022-01-06,52,0.0,0.0,0.74,6.4,6
24559,45322,tt17049070,928217,Jumeaux mais pas trop,Jumeaux mais pas trop,fr,France,,Comédie,2022,2022-09-28,98,6200000.0,0.0,6.212,5.5,749
24560,45323,tt17049104,893730,On sourit pour la photo,On sourit pour la photo,fr,France,,Comédie,2022,2022-05-11,95,0.0,0.0,1.519,5.7,272
24561,45324,tt17049112,741674,La revanche des Crevettes Pailletées,La revanche des Crevettes Pailletées,fr,France,"homophobia, lgbt athlete, lgbt, water polo, gay friend, queer, gay theme",Comédie,2022,2022-01-22,113,6200000.0,0.0,9.348,6.3,511
24562,45336,tt17061330,673217,J'irai décrocher la lune,J'irai décrocher la lune,fr,France,,Documentaire,2020,2020-03-18,92,0.0,0.0,0.783,6.7,9
24563,45338,tt1706462,209161,Pauline et François,Pauline et François,fr,France,,"Drame,Romance",2010,2010-09-21,95,0.0,0.0,1.4,5.8,96
24564,45342,tt1706670,71904,Allez raconte!,Allez raconte!,fr,"France, Luxembourg, Belgium",,Animation,2010,2010-10-20,77,0.0,0.0,1.53,6.2,63
24565,45343,tt17066764,749154,Une fleur à la bouche,A Flower in the Mouth,fr,"South Korea, Germany, France",,"Documentaire,Drame",2022,2022-02-16,67,0.0,0.0,0.622,7.0,20
24566,45349,tt1707198,52319,Bas-fonds,Bas-fonds,fr,France,woman director,Drame,2010,2010-09-17,68,0.0,0.0,0.603,5.8,83
24567,45350,tt1707244,373807,"Miwa, à la recherche du lézard noir","Miwa, à la recherche du lézard noir",fr,"France, Japan","transvestite, lgbt","Biographie,Documentaire",2010,2013-08-31,65,0.0,0.0,0.794,7.0,83
24568,45351,tt1707246,539119,"Moi, la finance et le développement durable","Moi, la finance et le développement durable",fr,,,Documentaire,2010,2010-10-29,94,0.0,0.0,0.6,7.1,10
24569,45381,tt1710261,219341,Black Diamond,"Black Diamond, l'or des fous",fr,France,woman director,"Actualités,Documentaire,Drame",2010,2010-09-15,101,0.0,0.0,0.6,7.5,102
24570,45412,tt1714666,452126,Julien,Julien,fr,,,Documentaire,2010,2010-07-07,80,0.0,0.0,0.6,6.3,12
24571,45413,tt1714667,57402,La BM du Seigneur,La BM du Seigneur,fr,France,,Drame,2010,2010-01-26,84,0.0,0.0,1.089,6.4,161
24572,45420,tt1714836,1250605,Fi itizar Abou Zayd,En attendant Abou Zayd,fr,,"egypt, muslim, islam, imam, theology, islamic humanism",Documentaire,2010,,82,0.0,0.0,0.0,8.6,6
24573,45439,tt17157266,916403,Allons enfants,Allons Enfants,fr,France,"france, educational, school dance, special education, dance practice, school project, social integration",Documentaire,2022,2022-04-13,110,1100000.0,0.0,1.252,6.7,110
24574,45447,tt17161462,917137,Make Me a Man,Make Me a Man,fr,,,Documentaire,2022,2022-01-05,70,0.0,0.0,0.872,7.1,8
24575,45458,tt1717170,94838,Mineurs 27,Mineurs 27,fr,France,,"Crime,Drame,Mystère,Thriller",2011,2011-09-21,96,0.0,0.0,2.215,5.0,116
24576,45490,tt1721073,255698,L'homme aux serpents,L'homme aux serpents,fr,France,"snake, nature",Documentaire,2010,2014-01-22,84,0.0,0.0,0.6,7.6,8
24577,45491,tt1721478,161073,Mariage à Mendoza,Mariage à Mendoza,fr,"Belgium, France, Argentina",,"Comédie,Drame,Romance",2012,2013-01-23,91,0.0,0.0,0.998,6.3,424
24578,45498,tt1722427,80526,"Auschwitz, the First Testimonies","Auschwitz, the First Testimonies",fr,France,,"Documentaire,Histoire",2010,2010-08-28,77,0.0,0.0,0.6,7.5,41
24579,45505,tt1723012,57386,Qui a envie d'être aimé?,Catholique anonyme,fr,France,,"Comédie,Drame",2010,2011-02-09,89,0.0,0.0,1.581,6.2,176
24580,45548,tt17278028,987931,The Garden That Doesn't Exist,À la recherche du jardin des Finzi-Contini,fr,"France, Italy",,"Documentaire,Téléfilm",2022,2022-07-04,52,0.0,0.0,1.176,6.6,14
24581,45555,tt1728130,45585,Kill Me Please,Kill Me Please,fr,"France, Belgium","black humor, suicidal","Comédie,Drame",2010,2010-11-03,95,0.0,0.0,2.861,6.3,997
24582,45570,tt1729218,83097,R.I.F. (Recherches dans l'Intérêt des Familles),R.I.F. (Recherches dans l'Intérêt des Familles),fr,France,,"Crime,Thriller",2011,2011-08-30,90,7700000.0,0.0,3.076,6.0,963
24583,45573,tt1729572,323080,Le fils du marchand d'olives,Le fils du marchand d'olives,fr,,,"Animation,Aventure,Documentaire",2011,2010-01-01,76,0.0,0.0,0.6,6.5,36
24584,45578,tt1730302,604948,Mafrouza/Coeur,Mafrouza/Coeur,fr,France,,Documentaire,2010,2010-08-10,159,0.0,0.0,0.6,6.9,18
24585,45584,tt1730701,71191,La planque,La planque,fr,France,,"Comédie,Crime",2011,2011-09-06,89,0.0,0.0,2.674,5.1,270
24586,45586,tt17308130,920772,Coma,Coma,fr,France,"france, nightmare, stop motion, teenage girl, female protagonist, live action and animation, shot in lockdown, dolls","Drame,Fantastique,Mystère",2022,2022-11-16,82,0.0,0.0,3.461,6.1,671
24587,45587,tt17309428,928729,Journal d'Amérique,Journal d'Amérique,fr,France,,Documentaire,2022,2022-02-17,112,0.0,0.0,0.6,5.5,18
24588,45624,tt17374820,964890,Toi non plus tu n'as rien vu,Toi non plus tu n'as rien vu,fr,France,,"Drame,Thriller",2022,2023-03-08,92,0.0,0.0,2.75,5.9,137
24589,45639,tt1740798,52321,Le sentiment de la chair,Le Sentiment de la chair,fr,France,,"Drame,Mystère,Romance,Thriller",2010,2010-12-29,91,0.0,0.0,2.372,5.2,421
24590,45663,tt17446516,931141,America,America,fr,"France, Italy",,Documentaire,2020,2019-06-25,59,0.0,0.0,0.6,7.5,8
24591,45665,tt1744826,165758,Au cas où je n'aurais pas la palme d'or,Au cas ou je n'aurais pas la palme d'or,fr,France,,"Biographie,Comédie,Famille",2011,2011-10-08,80,0.0,0.0,0.733,5.9,40
24592,45667,tt1744857,103126,Un jour mon père viendra,Un jour mon père viendra,fr,France,,Comédie,2012,2012-02-03,99,0.0,0.0,2.172,5.6,437
24593,45681,tt1747970,479789,Cheminots,Cheminots,fr,,,Documentaire,2010,2010-11-17,81,0.0,0.0,0.6,7.4,8
24594,45700,tt17497664,935115,"Robert Le Vigan, la cavale d'un maudit","Robert Le Vigan, la cavale d'un maudit",fr,France,"biography, nazi collaborationism, french actor","Biographie,Documentaire,Histoire",2021,2021-11-21,52,0.0,0.0,0.902,7.2,14
24595,45701,tt17497936,887864,Norbourg,Norbourg,fr,Canada,"fraud, quebec, biography, based on true story, embezzlement, investment firm","Crime,Drame,Thriller",2022,2022-02-18,119,0.0,0.0,3.016,6.6,404
24596,45709,tt17505492,960139,La maison,La maison,fr,"Belgium, France","brothel, based on true story, prostitution, older man younger woman relationship, human relationship, boyfriend girlfriend relationship, older man younger man relationship, pretending to be a prostitute, brothel madam, human behavior, complicated relationships, straight relationship, interpersonal relationships, caregiver patient relationship, boss/employee relationship, luxury brothel, troubled relationships, writing a book",Drame,2022,2022-11-16,89,2600000.0,0.0,8.57,5.7,976
24597,45713,tt17519556,926616,"Al Pacino, le Bronx et la fureur","Al Pacino, le Bronx et la fureur",fr,France,,"Biographie,Documentaire,Histoire",2022,2022-02-06,53,0.0,0.0,1.957,6.9,186
24598,45716,tt17526306,949303,Le cinéma inventé: les premières couleurs du cinéma,Le cinéma inventé: les premières couleurs du cinéma,fr,France,,Documentaire,2021,2021-10-16,65,0.0,0.0,0.6,7.5,63
24599,45717,tt17526514,934368,Media Crash - Qui a tué le débat public?,Media crash - Qui a tué le débat public ?,fr,France,,Documentaire,2022,2022-02-16,85,0.0,0.0,1.098,7.0,59
24600,45730,tt1753690,57397,Dessine-toi...,Dessine-toi...,fr,France,,Documentaire,2010,2011-01-26,70,0.0,0.0,0.6,7.9,21
24601,45750,tt1754212,397074,Je m'appelle Bernadette,Je m'appelle Bernadette,fr,France,religion,"Biographie,Drame",2011,2011-11-30,109,0.0,0.0,3.035,6.4,265
24602,45752,tt1754249,879389,My Sweet Canary,Mon joli canari,fr,,,"Biographie,Documentaire,Musique",2011,,89,0.0,0.0,0.6,7.2,74
24603,45755,tt1754290,294528,Nuit bleue,Nuit bleue,fr,France,,Drame,2010,2010-08-04,86,0.0,0.0,1.028,5.5,23
24604,45756,tt1754331,351960,Le grand tout,Le grand tout,fr,France,,"Aventure,Comédie,Drame,Science-Fiction",2015,2015-09-16,131,0.0,0.0,0.846,7.5,51
24605,45764,tt1754455,51450,L'apprenti Père Noël,L'apprenti Père Noël,fr,"Australia, France, Ireland","santa claus, snow, christmas","Animation,Comédie,Famille",2010,2010-11-24,80,0.0,0.0,4.733,6.3,576
24606,45765,tt1754480,80514,"Severn, la voix de nos enfants","Severn, la voix de nos enfants",fr,,,"Biographie,Documentaire",2010,2010-11-10,120,0.0,0.0,0.695,8.2,12
24607,45772,tt1754806,99019,Un nuage dans un verre d'eau,Un nuage dans un verre d'eau,fr,France,,"Fantastique,Thriller",2012,2012-01-26,90,0.0,0.0,0.629,7.8,50
24608,45774,tt1754946,79850,Ni à vendre ni à louer,Ni à vendre ni à louer,fr,France,"social class, naturism",Comédie,2011,2011-06-29,77,0.0,0.0,2.874,5.7,441
24609,45775,tt17555566,928004,Rewind & Play,Rewind & Play,fr,"France, Germany, Lebanon",,"Documentaire,Musique",2022,2023-01-11,65,0.0,0.0,1.276,6.7,279
24610,45781,tt1756587,180440,Le diable dans la peau,Le diable dans la peau,fr,France,coming of age,Drame,2011,2011-11-02,82,0.0,0.0,1.075,7.1,80
24611,45784,tt1756616,150022,"Marieke, Marieke",Marieke,fr,"Belgium, Germany","promiscuity, mother daughter relationship",Drame,2010,2010-10-29,85,0.0,0.0,0.921,5.7,163
24612,45794,tt1757912,61672,"Titeuf, le film","Titeuf, le film",fr,"France, Switzerland","child protagonist, based on tv series","Animation,Comédie,Drame,Famille,Romance",2011,2011-04-06,87,15000000.0,13970489.0,7.174,5.8,742
24613,45807,tt17597496,938833,French Touch: Desires,French Touch: Desires,fr,France,"drag queen, seduction, gay interest, male homosexuality, lgbt, short compilation, hookup, homosexuality","Drame,Romance",2021,2021-12-24,120,0.0,0.0,0.659,5.9,16
24614,45809,tt1760404,576214,Les yeux ouverts,Les yeux ouverts,fr,,,Documentaire,2010,2010-11-03,93,0.0,0.0,0.6,7.8,7
24615,45815,tt1762364,660746,The Trashmaster,The Trashmaster,fr,,,"Action,Animation",2010,2010-12-21,90,0.0,0.0,0.6,6.3,454
24616,45818,tt1763208,262130,De son appartement,De son appartement,fr,France,,Documentaire,2007,2007-07-04,70,0.0,0.0,0.6,7.0,19
24617,45825,tt17634642,1000603,Les petites victoires,Les petites victoires,fr,France,,Comédie,2023,2023-03-01,89,5460000.0,0.0,8.747,6.4,828
24618,45836,tt1764442,120820,Le petit poucet,Le petit poucet,fr,France,woman director,"Drame,Fantastique",2011,2011-09-02,81,0.0,0.0,0.837,6.1,75
24619,45846,tt1765891,1399380,Lola Forever,Lola Forever,fr,France,,Comédie,2004,2004-11-13,50,0.0,0.0,1.151,5.9,11
24620,45880,tt1772924,396657,"Jeans, une planète en bleu","Jeans, une planète en bleu",fr,France,"clothing, fashion, clothes, style","Documentaire,Histoire",2010,2010-11-03,\N,0.0,0.0,0.6,7.7,16
24621,45882,tt1772949,147858,L'oeil de l'astronome,L'oeil de l'astronome,fr,France,,"Biographie,Drame,Histoire",2012,2012-02-21,90,0.0,0.0,0.976,7.1,50
24622,45886,tt1773283,74820,Antifa: Chasseurs de skins,Antifa: Chasseurs de skins,fr,France,"street war, street riots, anti-nazi resistance, anti-fascism, antiracism, banlieu",Documentaire,2008,2008-07-12,65,0.0,0.0,1.373,7.5,213
